scenario,total_vehicles,completed_vehicles,completion_rate,avg_travel_time_min,avg_reroutes,network_efficiency,avg_delay_min,total_delay_hours,resilience_score
baseline,300,287,95.66666666666667,9.768868472091048,0.0,91.75408768527264,,,
incident_light,300,287,95.66666666666667,9.770610632369795,0.0,91.75292624508681,0.0017421602787456476,0.008333333333333349,99.99873418153335
incident_moderate,300,287,95.66666666666667,9.768868472091048,0.0,91.75408768527264,0.0,0.0,100.0
road_closure,300,287,95.66666666666667,9.768868472091048,0.0,91.75408768527264,0.0,0.0,100.0
